# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.148261
2000 0.152192
3000 0.155037
4000 0.156263
5000 0.156194
6000 0.156868
7000 0.156756
8000 0.156993
9000 0.15695
10000 0.157205
11000 0.157141
12000 0.157341
13000 0.157473
14000 0.157271
15000 0.156998
16000 0.157148
17000 0.157113
18000 0.157131
19000 0.157175
20000 0.157047
