# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.38258
2000 0.459843
3000 0.485654
4000 0.498985
5000 0.506617
6000 0.51236
7000 0.515742
8000 0.517764
9000 0.518971
10000 0.521317
11000 0.523266
12000 0.524408
13000 0.525351
14000 0.526585
15000 0.52739
16000 0.527796
17000 0.528135
18000 0.528868
19000 0.52922
20000 0.529176
