# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.783531
2000 0.787971
3000 0.788909
4000 0.789663
5000 0.789777
6000 0.790526
7000 0.790531
8000 0.790962
9000 0.79093
10000 0.791059
11000 0.791072
12000 0.791091
13000 0.791202
14000 0.791304
15000 0.791238
16000 0.791378
17000 0.791359
18000 0.791361
19000 0.791494
20000 0.79148
