# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.381838
2000 0.407343
3000 0.414959
4000 0.41942
5000 0.421349
6000 0.42309
7000 0.424038
8000 0.425141
9000 0.42563
10000 0.426347
11000 0.427033
12000 0.42755
13000 0.427719
14000 0.428082
15000 0.428618
16000 0.428638
17000 0.428746
18000 0.428981
19000 0.429014
20000 0.429299
