# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.811186
2000 0.813335
3000 0.814611
4000 0.814812
5000 0.814623
6000 0.815186
7000 0.814614
8000 0.815025
9000 0.815102
10000 0.815174
11000 0.815189
12000 0.8152
13000 0.815153
14000 0.815346
15000 0.815523
16000 0.815679
17000 0.815652
18000 0.815679
19000 0.815735
20000 0.815794
