# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.698884
2000 0.713228
3000 0.718044
4000 0.720989
5000 0.722297
6000 0.722891
7000 0.723446
8000 0.724
9000 0.724906
10000 0.724758
11000 0.724992
12000 0.725117
13000 0.725197
14000 0.725484
15000 0.725385
16000 0.725533
17000 0.725648
18000 0.725771
19000 0.725748
20000 0.725741
