# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.520546
2000 0.608867
3000 0.636868
4000 0.650882
5000 0.659056
6000 0.665201
7000 0.669327
8000 0.672441
9000 0.675115
10000 0.676886
11000 0.678844
12000 0.680227
13000 0.681332
14000 0.682154
15000 0.682658
16000 0.683291
17000 0.683939
18000 0.684508
19000 0.685232
20000 0.685801
