# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.577483
2000 0.659822
3000 0.687273
4000 0.702131
5000 0.709281
6000 0.714937
7000 0.718882
8000 0.721864
9000 0.723565
10000 0.725429
11000 0.726542
12000 0.727877
13000 0.728395
14000 0.729347
15000 0.730231
16000 0.731052
17000 0.731609
18000 0.732051
19000 0.732552
20000 0.732817
