# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.880821
2000 0.88211
3000 0.883553
4000 0.883551
5000 0.883611
6000 0.883694
7000 0.883707
8000 0.883972
9000 0.883947
10000 0.883928
11000 0.884182
12000 0.884211
13000 0.884074
14000 0.884268
15000 0.884153
16000 0.884249
17000 0.884263
18000 0.884235
19000 0.8842
20000 0.884126
