# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.321593
2000 0.33696
3000 0.343134
4000 0.345822
5000 0.347319
6000 0.348502
7000 0.349464
8000 0.350522
9000 0.350203
10000 0.350557
11000 0.350785
12000 0.351161
13000 0.351391
14000 0.351814
15000 0.351904
16000 0.352282
17000 0.35261
18000 0.352979
19000 0.352915
20000 0.353067
