# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.320747
2000 0.482448
3000 0.538564
4000 0.565986
5000 0.581614
6000 0.590981
7000 0.598214
8000 0.604214
9000 0.608461
10000 0.612785
11000 0.615984
12000 0.618683
13000 0.620762
14000 0.622774
15000 0.624322
16000 0.625886
17000 0.627159
18000 0.627651
19000 0.628322
20000 0.629599
