# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.696252
2000 0.722077
3000 0.730455
4000 0.735926
5000 0.738497
6000 0.740006
7000 0.741721
8000 0.742653
9000 0.743712
10000 0.744494
11000 0.744714
12000 0.745252
13000 0.745799
14000 0.745907
15000 0.746254
16000 0.746658
17000 0.746922
18000 0.746909
19000 0.746984
20000 0.747064
