# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.857361
2000 0.85926
3000 0.859267
4000 0.859113
5000 0.859622
6000 0.859942
7000 0.86032
8000 0.860443
9000 0.860331
10000 0.860162
11000 0.860548
12000 0.860465
13000 0.860434
14000 0.860469
15000 0.860554
16000 0.860443
17000 0.860193
18000 0.860238
19000 0.860295
20000 0.860196
