# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.315
2000 0.336787
3000 0.3445
4000 0.349553
5000 0.351524
6000 0.353118
7000 0.354575
8000 0.356013
9000 0.356484
10000 0.356643
11000 0.356945
12000 0.357633
13000 0.358219
14000 0.359144
15000 0.359152
16000 0.359827
17000 0.360387
18000 0.360064
19000 0.360223
20000 0.360268
