# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.130523
2000 0.132597
3000 0.13259
4000 0.132646
5000 0.133401
6000 0.133338
7000 0.133698
8000 0.133689
9000 0.133855
10000 0.133882
11000 0.133916
12000 0.133844
13000 0.133846
14000 0.133815
15000 0.13386
16000 0.133864
17000 0.133877
18000 0.133845
19000 0.133888
20000 0.133936
