# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.765377
2000 0.777203
3000 0.77988
4000 0.781465
5000 0.782892
6000 0.783266
7000 0.783814
8000 0.784152
9000 0.784347
10000 0.784653
11000 0.784983
12000 0.785346
13000 0.785385
14000 0.785553
15000 0.785564
16000 0.785689
17000 0.786
18000 0.786028
19000 0.785882
20000 0.785971
