# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.5899
2000 0.599844
3000 0.602147
4000 0.603141
5000 0.603313
6000 0.604111
7000 0.60455
8000 0.605095
9000 0.605719
10000 0.605586
11000 0.605774
12000 0.605865
13000 0.60601
14000 0.605969
15000 0.605912
16000 0.60598
17000 0.605792
18000 0.605584
19000 0.605672
20000 0.605721
