# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.467068
2000 0.554182
3000 0.58531
4000 0.598719
5000 0.608274
6000 0.614276
7000 0.618572
8000 0.621987
9000 0.624394
10000 0.626245
11000 0.627611
12000 0.629525
13000 0.631111
14000 0.632413
15000 0.633101
16000 0.634046
17000 0.634668
18000 0.635234
19000 0.63572
20000 0.636424
