# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.834954
2000 0.838574
3000 0.839628
4000 0.840757
5000 0.840984
6000 0.841823
7000 0.842281
8000 0.842302
9000 0.842176
10000 0.84228
11000 0.842338
12000 0.842703
13000 0.842798
14000 0.842792
15000 0.842748
16000 0.842789
17000 0.842711
18000 0.842672
19000 0.842479
20000 0.842536
