# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.374849
2000 0.542184
3000 0.597098
4000 0.625071
5000 0.64111
6000 0.651747
7000 0.659395
8000 0.665778
9000 0.670781
10000 0.674897
11000 0.677564
12000 0.679982
13000 0.682088
14000 0.684189
15000 0.685648
16000 0.686551
17000 0.688165
18000 0.689114
19000 0.690095
20000 0.691018
