# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.768153
2000 0.771994
3000 0.772758
4000 0.773182
5000 0.77377
6000 0.77383
7000 0.774053
8000 0.774152
9000 0.773984
10000 0.774069
11000 0.774216
12000 0.774117
13000 0.773964
14000 0.773984
15000 0.774184
16000 0.774251
17000 0.7742
18000 0.774056
19000 0.774207
20000 0.774248
