# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.324316
2000 0.37558
3000 0.39152
4000 0.401219
5000 0.406848
6000 0.411958
7000 0.415739
8000 0.417432
9000 0.41856
10000 0.419685
11000 0.420711
12000 0.420929
13000 0.422079
14000 0.42249
15000 0.422804
16000 0.42366
17000 0.424168
18000 0.424245
19000 0.424316
20000 0.424821
