# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.678437
2000 0.721588
3000 0.736509
4000 0.744014
5000 0.748041
6000 0.750602
7000 0.752859
8000 0.754167
9000 0.755466
10000 0.756259
11000 0.757026
12000 0.757564
13000 0.75822
14000 0.758763
15000 0.759378
16000 0.759702
17000 0.760044
18000 0.760312
19000 0.760804
20000 0.760857
