# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.426537
2000 0.471888
3000 0.48733
4000 0.49583
5000 0.500375
6000 0.503768
7000 0.505531
8000 0.508242
9000 0.509906
10000 0.511145
11000 0.511872
12000 0.512619
13000 0.513203
14000 0.514026
15000 0.514301
16000 0.515151
17000 0.515374
18000 0.515511
19000 0.515363
20000 0.515406
