# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.748091
2000 0.752706
3000 0.754153
4000 0.754399
5000 0.754445
6000 0.754625
7000 0.754919
8000 0.755013
9000 0.754627
10000 0.754736
11000 0.754823
12000 0.754654
13000 0.754765
14000 0.754853
15000 0.754951
16000 0.754676
17000 0.754717
18000 0.754555
19000 0.754606
20000 0.75456
