# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.299625
2000 0.343909
3000 0.358928
4000 0.363031
5000 0.367784
6000 0.370694
7000 0.372523
8000 0.373532
9000 0.374141
10000 0.374513
11000 0.374833
12000 0.375206
13000 0.376067
14000 0.37633
15000 0.3767
16000 0.377152
17000 0.377126
18000 0.377403
19000 0.377606
20000 0.377776
