# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.284029
2000 0.428662
3000 0.478745
4000 0.500856
5000 0.515882
6000 0.525251
7000 0.532957
8000 0.538099
9000 0.542552
10000 0.545279
11000 0.547733
12000 0.54956
13000 0.551799
14000 0.553101
15000 0.554197
16000 0.555171
17000 0.556405
18000 0.557617
19000 0.558881
20000 0.559529
