# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.47339
2000 0.508292
3000 0.519874
4000 0.526523
5000 0.529301
6000 0.531294
7000 0.532005
8000 0.533819
9000 0.535691
10000 0.537201
11000 0.537705
12000 0.538353
13000 0.538619
14000 0.538716
15000 0.538929
16000 0.539616
17000 0.539582
18000 0.539739
19000 0.540036
20000 0.540413
