# Time-averaged data for fix 2
# TimeStep v_dens
1000 0.83434
2000 0.83482
3000 0.835819
4000 0.836579
5000 0.836522
6000 0.836374
7000 0.83629
8000 0.836767
9000 0.837158
10000 0.837114
11000 0.837303
12000 0.837373
13000 0.837487
14000 0.837589
15000 0.837517
16000 0.837227
17000 0.837195
18000 0.837162
19000 0.837162
20000 0.837334
